ID Flux;Période;Type de flux;Fixes;Catégorie;Sous-catégorie;Date;Montant;Tags;Description
781;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;0.99000;#tomates #cerises;Courses carrefour
782;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-17;1.75000;#taboule;Courses carrefour
783;Entreprise;Sortie;Variable;Courses;Viandes;2025-05-17;2.25000;#jambon;Courses carrefour
784;Entreprise;Sortie;Variable;Courses;Fromages;2025-05-17;2.05000;#maasdaam;Courses carrefour
785;Entreprise;Sortie;Variable;Courses;Fromages;2025-05-17;2.09000;#emmental;Courses carrefour
786;Entreprise;Sortie;Variable;Courses;Pain;2025-05-17;2.75000;#pizza;Courses carrefour
787;Entreprise;Sortie;Variable;Courses;Pain;2025-05-17;2.75000;#pizza;Courses carrefour
788;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-05-17;1.99000;#chips #pesto;Courses carrefour
789;Entreprise;Sortie;Variable;Courses;Viandes;2025-05-17;1.95000;#saucisse;Courses carrefour
790;Entreprise;Sortie;Variable;Courses;Fruits;2025-05-17;0.99000;#banane;Courses carrefour
791;Entreprise;Sortie;Fixe;Autre;Autre;2025-05-19;2.25000;#jsp;Assurance moyen de paiement
792;Entreprise;Sortie;Fixe;Emprunt;Bancaire;2025-05-20;129.43000;#emprunt;Emprunt
793;Entreprise;Sortie;Variable;Epargne;Revolut;2025-05-22;50.00000;#revolut;Revolut pathé
794;Entreprise;Sortie;Variable;Emprunt;Ami;2025-05-23;17.00000;#dom;Dominique Perea pour le compresseur
795;Entreprise;Sortie;Variable;Courses;Féculents;2025-05-24;0.89000;#pâtes;Courses carrefour fin mai
796;Entreprise;Sortie;Variable;Courses;Féculents;2025-05-24;0.89000;#pâtes;Courses carrefour fin mai
797;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-05-24;2.75000;#lion  #céréales;Courses carrefour fin mai
798;Entreprise;Sortie;Variable;Courses;Lait;2025-05-24;1.11000;#lait;Courses carrefour fin mai
799;Entreprise;Sortie;Variable;Courses;Lait;2025-05-24;1.11000;#lait;Courses carrefour fin mai
800;Entreprise;Sortie;Variable;Courses;Desserts;2025-05-24;1.09000;#liegeois;Courses carrefour fin mai
801;Entreprise;Sortie;Variable;Courses;Pain;2025-05-24;0.99000;#hamburger;Courses carrefour fin mai
802;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;0.73000;#tomates;Courses carrefour fin mai
803;Entreprise;Sortie;Variable;Courses;Viandes;2025-05-24;9.25000;#filets;Courses carrefour fin mai
804;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;1.75000;#taboulé;Courses carrefour fin mai
805;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;2.29000;#steak #végé;Courses carrefour fin mai
806;Entreprise;Sortie;Variable;Courses;Fromages;2025-05-24;2.09000;#emmental;Courses carrefour fin mai
807;Entreprise;Sortie;Variable;Courses;Fromages;2025-05-24;1.99000;#mimolette;Courses carrefour fin mai
808;Entreprise;Sortie;Variable;Courses;Epices;2025-05-24;2.95000;#paprika;Courses carrefour fin mai
809;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;1.49000;#mache;Courses carrefour fin mai
810;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;0.99000;#onions;Courses carrefour fin mai
811;Entreprise;Sortie;Variable;Courses;Sauces;2025-05-24;2.69000;#algerienne;Courses carrefour fin mai
812;Entreprise;Sortie;Variable;Courses;Sauces;2025-05-24;2.79000;#mayo;Courses carrefour fin mai
813;Entreprise;Sortie;Variable;Courses;Légumes;2025-05-24;0.99000;#tomates #ceries;Courses carrefour fin mai
814;Entreprise;Sortie;Variable;Courses;Sauces;2025-05-24;1.39000;#soja #sucree;Courses carrefour fin mai
815;Entreprise;Sortie;Variable;Courses;Pain;2025-05-24;3.05000;#pitch;Courses carrefour fin mai
816;Entreprise;Sortie;Variable;Courses;Epices;2025-05-24;1.99000;#gimgembre;Courses carrefour fin mai
817;Entreprise;Sortie;Variable;Courses;Apéritifs;2025-05-24;1.79000;#lays #spicy;Courses carrefour fin mai
818;Entreprise;Sortie;Variable;Courses;Pain;2025-05-24;2.75000;#pizza;Courses carrefour fin mai
819;Entreprise;Sortie;Variable;Courses;Pain;2025-05-24;2.75000;#pizza;Courses carrefour fin mai
820;Entreprise;Sortie;Fixe;Autre;Autre;2025-05-26;2.00000;#jsp;Cotisation mensuelle LCL
821;Entreprise;Sortie;Variable;Transports;Carburant;2025-05-27;29.04000;#essence;Essence Twingo location
822;Entreprise;Sortie;Exceptionnel;Divertissement;Vacances;2025-05-27;20.00000;#colosseo;Get Your guide pour Colosseo
823;Entreprise;Entrée;Exceptionnel;Epargne;Livret A;2025-05-28;300.00000;#chamonix;Entrée pour gérer Chamonix
824;Entreprise;Sortie;Variable;Transports;Carburant;2025-05-28;40.24000;#gazole;Gazole pour Flash
825;Entreprise;Sortie;Variable;Cadeau;Famille;2025-05-28;10.00000;#peluche #spiderman;Cadeau pour Diyan kutty
826;Entreprise;Sortie;Variable;Cadeau;Famille;2025-05-28;10.00000;#maillot #bain;Cadeau pour Diyan kutty
827;Entreprise;Sortie;Variable;Cadeau;Famille;2025-05-28;5.00000;#t-shirt;Cadeau pour Diyan kutty
828;Entreprise;Sortie;Variable;Cadeau;Famille;2025-05-28;0.24000;#sac;Cadeau pour Diyan kutty
829;Entreprise;Sortie;Exceptionnel;Courses;Soda;2025-05-28;4.78000;#coca #x2;Courses carrefour pour Chamonix, les Houches
830;Entreprise;Sortie;Exceptionnel;Courses;Lait;2025-05-28;1.30000;#lait #entier;Courses carrefour pour Chamonix, les Houches
831;Entreprise;Sortie;Exceptionnel;Courses;Soda;2025-05-28;3.98000;#coca #mini;Courses carrefour pour Chamonix, les Houches
832;Entreprise;Sortie;Exceptionnel;Courses;Alcool;2025-05-28;31.90000;#Jack;Courses carrefour pour Chamonix, les Houches
833;Entreprise;Sortie;Exceptionnel;Courses;Jus;2025-05-28;2.65000;#orange;Courses carrefour pour Chamonix, les Houches
834;Entreprise;Sortie;Exceptionnel;Courses;Jus;2025-05-28;1.09000;#pomme;Courses carrefour pour Chamonix, les Houches
835;Entreprise;Sortie;Exceptionnel;Courses;Jus;2025-05-28;3.19000;#briques #diyan;Courses carrefour pour Chamonix, les Houches
836;Entreprise;Sortie;Exceptionnel;Courses;Sucrerie;2025-05-28;3.55000;#kinder maxi;Courses carrefour pour Chamonix, les Houches
837;Entreprise;Sortie;Exceptionnel;Courses;Sucrerie;2025-05-28;2.89000;#brioche;Courses carrefour pour Chamonix, les Houches
838;Entreprise;Sortie;Exceptionnel;Courses;Viandes;2025-05-28;3.15000;#oeufs;Courses carrefour pour Chamonix, les Houches
839;Entreprise;Sortie;Exceptionnel;Courses;Sucrerie;2025-05-28;1.55000;#biscuits;Courses carrefour pour Chamonix, les Houches
840;Entreprise;Sortie;Exceptionnel;Courses;Fruits;2025-05-28;1.49000;#citron;Courses carrefour pour Chamonix, les Houches
841;Entreprise;Sortie;Exceptionnel;Courses;Sucrerie;2025-05-28;2.09000;#croissants;Courses carrefour pour Chamonix, les Houches
842;Entreprise;Sortie;Exceptionnel;Courses;Apéritifs;2025-05-28;1.94000;#lays;Courses carrefour pour Chamonix, les Houches
843;Entreprise;Sortie;Exceptionnel;Courses;Apéritifs;2025-05-28;1.94000;#lays;Courses carrefour pour Chamonix, les Houches
844;Entreprise;Sortie;Exceptionnel;Courses;Soda;2025-05-28;4.08000;#perrier;Courses carrefour pour Chamonix, les Houches
845;Entreprise;Sortie;Exceptionnel;Courses;Lait;2025-05-28;3.24000;#mont-roucous #diyan;Courses carrefour pour Chamonix, les Houches
846;Entreprise;Sortie;Exceptionnel;Cadeau;Famille;2025-05-29;49.57000;#cadeau;Maillot de bain et bouet pour Diyan, tonton et akka
847;Entreprise;Sortie;Exceptionnel;Divertissement;Restauration;2025-05-29;16.00000;#BK;Burger King avant Chamonix
848;Entreprise;Sortie;Exceptionnel;Divertissement;Restauration;2025-05-31;16.00000;#glaces;Glaces Chamonix
849;Entreprise;Sortie;Exceptionnel;Divertissement;Restauration;2025-05-31;3.50000;#glaces;Glaces Chamonix pour akka
850;Entreprise;Sortie;Exceptionnel;Cadeau;Famille;2025-05-31;9.90000;#cadeau;Ventilateur pour Diyan jouet
851;Entreprise;Sortie;Exceptionnel;Transports;Autoroute;2025-06-01;11.40000;#autoroute;Autoroute Chamonix - Valserhône
852;Ecole;Sortie;Variable;Divertissement;Cantine;2025-06-02;20.00000;#cantine;Cantine Crous
885;Ecole;Sortie;Variable;Divertissement;Restauration;2025-06-03;24.40000;#potes;Restaurant Au bureau fin d'année
886;Ecole;Sortie;Fixe;Abonnement;Streaming;2025-06-03;14.99000;#netflix;Netflix (prix en hausse)
887;Ecole;Sortie;Variable;Divertissement;Restauration;2025-06-03;3.50000;#potes;Glaciers des Alpes après Au Bureau
888;Ecole;Entrée;Fixe;Emploi;Salaire;2025-06-02;2504.28000;#salaire;Salaire avec 13ème mois
889;Ecole;Sortie;Variable;Epargne;Livret A;2025-06-02;801.99000;#epargne;Epargne 13ème mois
890;Ecole;Sortie;Variable;Cadeau;Famille;2025-06-02;200.00000;#cado;Cadeau maman et papa
891;Ecole;Sortie;Variable;Logement;Loyer;2025-06-02;390.00000;#loyer;Loyer Juin 2025
892;Ecole;Sortie;Fixe;Abonnement;Mobile;2025-06-02;0.99000;#apple;ICloud
893;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-06-05;71.07000;#macif;Assurance Flash
894;Ecole;Entrée;Fixe;Aide;CAF;2025-06-05;230.56000;#APL;Aides CAF
895;Ecole;Sortie;Exceptionnel;Divertissement;Vacances;2025-06-06;100.00000;#cheques;CSE chèques vacances
896;Ecole;Sortie;Variable;Divertissement;Restauration;2025-06-06;17.50000;#potes;Subway fin d'année
897;Ecole;Sortie;Variable;Divertissement;Jeux-vidéos;2025-06-06;13.80000;#tabac;Loto
898;Ecole;Sortie;Variable;Divertissement;Boulangerie;2025-06-07;7.30000;#boulan;Anniv
899;Ecole;Sortie;Variable;Cadeau;Ami;2025-06-07;81.90000;#alexis;Cadeau Azzaro pour le frérot
900;Ecole;Sortie;Variable;Transports;Carburant;2025-06-07;60.10000;#gazole;Gazole pour Flash
901;Ecole;Sortie;Variable;Courses;Sac;2025-06-07;1.51000;#netto;Isothermes pour Alexis
902;Ecole;Sortie;Variable;Divertissement;Restauration;2025-06-07;1.50000;#cafe;McCafe pour papa
903;Ecole;Sortie;Variable;Courses;Viandes;2025-06-08;26.08000;#filets;Filets de poulet
904;Ecole;Sortie;Variable;Courses;Viandes;2025-06-09;12.10000;#autoroute;Trajet direction SMH
905;Ecole;Sortie;Variable;Abonnement;Streaming;2025-06-09;18.21000;#spotify;Spotify Juin 2025
906;Ecole;Sortie;Variable;Courses;Viandes;2025-06-08;19.77000;#complique;Lidl avec fleurs et tt
907;Ecole;Sortie;Variable;Courses;Apéritifs;2025-06-07;1.59000;#chips;COurses anniv après Thoiry
908;Ecole;Sortie;Variable;Courses;Apéritifs;2025-06-07;1.79000;#chips;COurses anniv après Thoiry
909;Ecole;Sortie;Variable;Courses;Apéritifs;2025-06-07;0.74000;#chips;COurses anniv après Thoiry
910;Ecole;Sortie;Variable;Courses;Soda;2025-06-07;2.99000;#champomy;COurses anniv après Thoiry
911;Ecole;Sortie;Variable;Courses;Sucrerie;2025-06-07;12.90000;#gateau;COurses anniv après Thoiry
912;Ecole;Sortie;Variable;Courses;Viandes;2025-06-09;3.51000;#pilons;Courses Lavage chukkie
913;Ecole;Sortie;Variable;Courses;Lait;2025-06-09;1.14000;#cristaline;Courses Lavage chukkie
914;Ecole;Sortie;Variable;Courses;Lait;2025-06-09;6.66000;#lait;Courses Lavage chukkie
915;Ecole;Sortie;Exceptionnel;Divertissement;Informatique;2025-06-03;312.38000;#iphone;Dernier prélèvement Iphone
916;Ecole;Sortie;Variable;Transports;Autoroute;2025-06-09;12.10000;#autoroute;Trajet direction SMH
917;Ecole;Sortie;Variable;Cadeau;Don;2025-06-10;10.00000;#croix-rouge;CR
918;Ecole;Sortie;Variable;Transports;Assurance véhicule;2025-06-11;53.62000;Simba;Assurance Simba LCL
919;Entreprise;Sortie;Exceptionnel;Epargne;Livret A;2025-06-11;200.00000;#rome;Espèces pour Rome
920;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-06-10;14.50000;#croustine;Boulangerie anniv pour collègues
921;Entreprise;Entrée;Exceptionnel;Epargne;Livret A;2025-06-11;300.00000;#rome;Compensation pour retrait Rome
922;Entreprise;Sortie;Exceptionnel;Epargne;Revolut;2025-06-11;200.00000;#rome;Virement vers Revolut pour paiement à Rome
923;Entreprise;Sortie;Variable;Esthétique;Coiffeur;2025-06-11;19.00000;#rome;Coiffure pour Rome
924;Entreprise;Sortie;Variable;Divertissement;Vacances;2025-06-12;10.96000;#rome;Ventilateur et serviettes pour Rome
925;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-06-12;13.55000;#rome;McDo avant Rome
926;Entreprise;Sortie;Variable;Divertissement;Cantine;2025-06-12;40.00000;#cantine;Recharge Cantine
927;Entreprise;Sortie;Variable;Divertissement;Restauration;2025-06-14;5.00000;#gelatto;Glaces à Rome
928;Entreprise;Sortie;Variable;Autre;Autre;2025-06-19;2.25000;#jsp;Assurance moyen de paiement
929;Entreprise;Sortie;Variable;Courses;Viandes;2025-06-17;21.31000;#bbq;BBQ chez Martha
930;Entreprise;Sortie;Fixe;Emprunt;Bancaire;2025-06-20;129.43000;#lcl;Emprunt
931;Entreprise;Sortie;Variable;Transports;Carburant;2025-06-20;64.03000;#gazole;Gazole pour Flash
932;Entreprise;Sortie;Variable;Courses;Viandes;2025-06-17;3.99000;#yaourts;Courses carrefour après Rome
933;Entreprise;Sortie;Variable;Courses;Féculents;2025-06-17;1.35000;#potatoes;Courses carrefour après Rome
934;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-17;1.99000;#petits pois;Courses carrefour après Rome
935;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-17;1.55000;#epinard;Courses carrefour après Rome
936;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-06-17;1.19000;#confiture;Courses carrefour après Rome
937;Entreprise;Sortie;Variable;Courses;Viandes;2025-06-17;10.31000;#filets;Courses carrefour après Rome
938;Entreprise;Sortie;Variable;Esthétique;Visage;2025-06-17;4.89000;#garnier #pure;Courses carrefour après Rome
939;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-17;0.99000;#tomates #cerises;Courses carrefour après Rome
940;Entreprise;Sortie;Variable;Courses;Fromages;2025-06-17;2.09000;#emmental;Courses carrefour après Rome
941;Entreprise;Sortie;Variable;Courses;Fruits;2025-06-17;3.79000;#fraises;Courses carrefour après Rome
942;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-17;2.29000;#pané #végé;Courses carrefour après Rome
943;Entreprise;Sortie;Variable;Courses;Sauces;2025-06-17;2.29000;#algé;Courses carrefour après Rome
944;Entreprise;Sortie;Variable;Courses;Viandes;2025-06-17;1.95000;#saucisses;Courses carrefour après Rome
945;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-17;1.49000;#mache;Courses carrefour après Rome
946;Entreprise;Sortie;Variable;Courses;Sucrerie;2025-06-17;2.45000;#brioches;Courses carrefour après Rome
947;Entreprise;Sortie;Variable;Courses;Pain;2025-06-17;1.85000;#pain mie;Courses carrefour après Rome
948;Entreprise;Sortie;Variable;Courses;Fruits;2025-06-17;0.99000;#banane;Courses carrefour après Rome
949;Entreprise;Sortie;Variable;Courses;Fromages;2025-06-17;1.19000;#cheddar;Courses carrefour après Rome
950;Entreprise;Sortie;Variable;Courses;Fromages;2025-06-17;1.19000;#cheddar;Courses carrefour après Rome
951;Entreprise;Sortie;Variable;Courses;Fromages;2025-06-17;1.20000;#cheddar;Courses carrefour après Rome
952;Entreprise;Sortie;Variable;Courses;Pain;2025-06-17;2.49000;#pizza;Courses carrefour après Rome
953;Entreprise;Sortie;Variable;Autre;Autre;2025-06-21;8.20000;#equilibre;Equilibre entre Mai et Juin
954;Entreprise;Sortie;Variable;Courses;Lait;2025-06-21;1.73000;#lait;Courses Intermarché
955;Entreprise;Sortie;Variable;Courses;Lait;2025-06-21;1.73000;#lait;Courses Intermarché
956;Entreprise;Sortie;Variable;Courses;Viandes;2025-06-21;2.39000;#jambon;Courses Intermarché
957;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-21;1.16000;#mais;Courses Intermarché
958;Entreprise;Sortie;Variable;Courses;Sauces;2025-06-21;1.60000;#mayo;Courses Intermarché
959;Entreprise;Sortie;Variable;Courses;Jus;2025-06-21;2.71000;#danao;Courses Intermarché
960;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-21;1.31000;#tomates;Courses Intermarché
961;Entreprise;Sortie;Variable;Autre;Autre;2025-06-21;1.99000;#pulverisateur;Courses Intermarché
962;Entreprise;Sortie;Variable;Santé;Santé;2025-06-21;4.75000;#pansement;Courses Intermarché
963;Entreprise;Sortie;Variable;Courses;Café;2025-06-21;3.41000;#l'or café;Courses Intermarché
964;Entreprise;Sortie;Variable;Courses;Café;2025-06-21;3.39000;#l'or café;Courses Intermarché
965;Entreprise;Sortie;Variable;Courses;Fromages;2025-06-21;2.01000;#emmental;Courses Intermarché
966;Entreprise;Sortie;Variable;Transports;Entretien véhicule;2025-06-21;8.99000;#lave glace;Courses Intermarché
967;Entreprise;Sortie;Variable;Courses;Lait;2025-06-21;3.49000;#eau;Courses Intermarché
968;Entreprise;Sortie;Variable;Courses;Sauces;2025-06-23;4.78000;#sauces;Super U Voreppe : Soja et Samourai
969;Entreprise;Sortie;Variable;Divertissement;Cantine;2025-06-26;4.89000;#cantine;Cantine Thales
970;Entreprise;Sortie;Variable;Transports;Autoroute;2025-06-26;12.10000;#autoroute;Trajet direction Valserhône
971;Entreprise;Sortie;Fixe;Autre;Autre;2025-06-25;2.00000;#banque;Cotisation mensuelle
972;Entreprise;Sortie;Exceptionnel;Esthétique;Parfum;2025-06-27;250.00000;#parfum;Commande Parfum CSE
973;Entreprise;Sortie;Variable;Divertissement;Bricolage;2025-06-27;8.78000;#gifi;Courses GIFI
974;Entreprise;Sortie;Variable;Santé;Santé;2025-06-27;3.59000;#yeux;Gouttes THEALOSE pour yeux
975;Entreprise;Sortie;Variable;Cadeau;Famille;2025-06-27;50.00000;#famille;Courses famille pour maman
976;Entreprise;Entrée;Exceptionnel;Epargne;Livret A;2025-06-28;400.00000;#parfum;Compensation commande parfum
977;Entreprise;Sortie;Variable;Divertissement;Boulangerie;2025-06-30;10.90000;#marie blachère;Boulangerie pour le travail de maman
978;Entreprise;Sortie;Variable;Courses;Légumes;2025-06-30;12.05000;#healthy;Course Provences Halles maman (patèques, radis etc.)
979;Entreprise;Sortie;Variable;Courses;Pain;2025-06-30;2.20000;#pain;Pain doré Marie blachère
980;Entreprise;Entrée;Fixe;Emploi;Salaire;2025-08-01;1721.64000;#salaire;Salaire Juillet 2025
981;Entreprise;Sortie;Fixe;Cadeau;Famille;2025-08-03;200.00000;#famille;Cadeau maman et papa
982;Entreprise;Sortie;Fixe;Logement;Loyer;2025-08-03;390.00000;#loyer;Loyer Août 2025
983;Entreprise;Sortie;Fixe;Epargne;Livret A;2025-08-03;12.23000;#revolut;Reste Juillet 2025
984;Entreprise;Sortie;Fixe;Abonnement;Mobile;2025-08-04;0.99000;#apple;Icloud
985;Entreprise;Sortie;Fixe;Abonnement;Streaming;2025-08-04;14.99000;3netflix;Netflix
986;Entreprise;Sortie;Variable;Transports;Parking;2025-08-03;2.20000;#famille;Sortie Chamonix parc de jeu
987;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-05;106.50000;#malte;Virement Thiwya pour Rams et Ranj Malte
988;Entreprise;Sortie;Variable;Epargne;Revolut;2025-08-05;93.50000;#epargne;Epargne sur Revolut
989;Entreprise;Sortie;Variable;Transports;Entretien véhicule;2025-08-04;13.99000;#amazon;Pommeau de vitesse Simba
990;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;13.99000;#amazon;Coque Tonton Naveen
991;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;12.93000;#action;Jouet pour Diyan kutty
992;Entreprise;Entrée;Fixe;Aide;CAF;2025-08-05;259.30000;#caf;Aide CAF
993;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-03;9.00000;#famille;Glaces Chamonix
994;Entreprise;Sortie;Variable;Transports;Autoroute;2025-08-03;14.20000;#autoroute;Autoroute pour Chamonix
995;Entreprise;Sortie;Fixe;Transports;Assurance véhicule;2025-08-05;78.82000;#flash;Assurance Macif
996;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;14.50000;#famille;Petit déjeune pour la famille
997;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-02;67.82000;#famille;Courses pour tonton et akka
998;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-05;14.50000;#famille;Petit déjeuner Montreux
999;Entreprise;Sortie;Variable;Transports;Autoroute;2025-08-05;4.40000;#montreux;Autoroute FR CH
1000;Entreprise;Sortie;Variable;Transports;Carburant;2025-08-05;59.95000;#montreux;Carburant pour Montreux
1001;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;47.88000;#famille;Cadeau pour la famille
1002;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;42.00000;#famille;Valseo
1003;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-04;2.99000;#famille;Epices Couscous
1004;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-05;19.29000;#famille;Gateau Chantal akka
1005;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-06;80.00000;#famille;Périclès pour Papa
1006;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-08;20.00000;#famille;Piscine Semine
1007;Entreprise;Sortie;Variable;Transports;Assurance véhicule;2025-08-11;53.62000;#Simba;Assurance LCL
1008;Entreprise;Sortie;Variable;Cadeau;Don;2025-08-11;10.00000;#don;Croix Rouge Française
1009;Entreprise;Sortie;Variable;Abonnement;Streaming;2025-08-09;21.24000;#spotify;Abonnement Spotify
1010;Entreprise;Sortie;Variable;Transports;Autoroute;2025-08-10;12.10000;#autroute;Trajet direction SMH
1011;Entreprise;Sortie;Variable;Divertissement;Cantine;2025-08-11;40.00000;#elior;Recharge Cantine Thales Elior
1012;Entreprise;Sortie;Variable;Courses;Lait;2025-08-16;1.65000;#yaourts;Courses Krishna Jayanthi pour maman
1013;Entreprise;Sortie;Variable;Transports;Entretien véhicule;2025-08-16;13.99000;#huile #moteur #chukkie;Courses Krishna Jayanthi pour maman
1014;Entreprise;Sortie;Variable;Courses;Légumes;2025-08-16;0.99000;#champignons;Courses Krishna Jayanthi pour maman
1015;Entreprise;Sortie;Variable;Courses;Légumes;2025-08-16;0.99000;#champignons;Courses Krishna Jayanthi pour maman
1016;Entreprise;Sortie;Variable;Courses;Soda;2025-08-16;1.95000;#coca;Courses Krishna Jayanthi pour maman
1017;Entreprise;Sortie;Variable;Courses;Soda;2025-08-16;1.95000;#coca;Courses Krishna Jayanthi pour maman
1018;Entreprise;Sortie;Variable;Cadeau;Famille;2025-08-16;35.00000;#famille;Piscine Avika et Vijith
1019;Entreprise;Sortie;Variable;Divertissement;Cinéma;2025-08-17;19.00000;#coolie;Snack for Coolie
1020;Entreprise;Sortie;Variable;Transports;Autoroute;2025-08-17;11.00000;#autoroute;Trajet direction SMH
1021;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-08-18;1.69000;#debouche;Courses Carrefour
1022;Entreprise;Sortie;Variable;Hygiène;Ménage;2025-08-18;1.69000;#debouche;Courses Carrefour
1023;Entreprise;Sortie;Variable;Courses;Jus;2025-08-18;3.25000;#pulco;Courses Carrefour
1024;Entreprise;Sortie;Variable;Courses;Viandes;2025-08-18;1.65000;#jambon;Courses Carrefour
1025;Entreprise;Sortie;Variable;Courses;Légumes;2025-08-18;0.99000;#tomates #cerises;Courses Carrefour
1026;Entreprise;Sortie;Variable;Courses;Légumes;2025-08-18;1.75000;#taboulé;Courses Carrefour
1027;Entreprise;Sortie;Fixe;Emprunt;Bancaire;2025-08-20;129.43000;#lcl;Emprunt
1028;Entreprise;Sortie;Fixe;Transports;Carburant;2025-08-22;64.08000;#gazole;Gazole Flash
1029;Entreprise;Sortie;Fixe;Divertissement;Cantine;2025-08-22;30.00000;#elior;Cantine Thales Elior
1030;Entreprise;Sortie;Fixe;Divertissement;Boulangerie;2025-08-22;5.75000;#ptit-dej;Petit déjeuner
1031;Entreprise;Sortie;Variable;Epargne;Revolut;2025-08-31;19.81000;#epargne;Epargne reste Août
1032;Ecole;Entrée;Fixe;Emploi;Salaire;2025-09-01;2389.01000;#salaire;Dernier salaire contrat Tetras
1033;Ecole;Sortie;Fixe;Epargne;Livret A;2025-09-01;400.00000;#epargne;Epargne début de mois
1034;Ecole;Sortie;Fixe;Cadeau;Famille;2025-09-01;200.00000;#papa #maman;Cadeau papa et maman
1035;Ecole;Sortie;Fixe;Logement;Loyer;2025-09-01;390.00000;#loyer;Loyer Septembre 2025
1036;Ecole;Sortie;Exceptionnel;Epargne;Revolut;2025-09-01;200.00000;#etherum;Pour investir sur Etherum
1037;Ecole;Entrée;Variable;Emploi;Salaire;2025-09-03;4.00000;#business;BlaBla car
1038;Ecole;Sortie;Fixe;Abonnement;Mobile;2025-09-01;0.99000;#icloud;Apple ICloud
1039;Ecole;Sortie;Fixe;Abonnement;Streaming;2025-09-03;14.99000;#netflix;Netflix
1040;Ecole;Sortie;Variable;Courses;Jus;2025-09-03;7.41000;#pulco;Courses Hyper U Thoiry : Pulco etc.
1041;Ecole;Sortie;Variable;Divertissement;Brasserie;2025-09-04;4.00000;#coca;Sortie le Bowl avec IAE
1042;Ecole;Sortie;Variable;Divertissement;Brasserie;2025-09-04;10.00000;#partie1;Sortie le Bowl avec IAE
1043;Ecole;Sortie;Variable;Divertissement;Brasserie;2025-09-04;10.00000;#partie2;Sortie le Bowl avec IAE
1044;Ecole;Sortie;Variable;Divertissement;Brasserie;2025-09-04;3.50000;#demi #moi;Sortie Colloc Pub
1045;Ecole;Sortie;Variable;Divertissement;Brasserie;2025-09-04;7.00000;#demi #moi #arthur;Sortie Colloc Pub
1046;Ecole;Sortie;Fixe;Transports;Assurance véhicule;2025-09-05;78.82000;#flash;Assurance Macif pour Flash
1047;Ecole;Entrée;Fixe;Aide;CAF;2025-09-05;259.30000;#caf;Aide APL + Prime d'activité
